recommended_titles,# movies
"['Fight Club (1999)', 'Independence Day (a.k.a. ID4) (1996)', 'Batman (1989)', 'Lord of the Rings: The Return of the King, The (2003)', 'True Lies (1994)', 'Speed (1994)']",22
"['Pulp Fiction (1994)', 'Braveheart (1995)', 'American Beauty (1999)', 'Lord of the Rings: The Return of the King, The (2003)', 'Fargo (1996)', 'Lion King, The (1994)']",265
"['Forrest Gump (1994)', 'Shawshank Redemption, The (1994)', 'Pulp Fiction (1994)', 'Braveheart (1995)', ""Schindler's List (1993)"", 'Fight Club (1999)', 'American Beauty (1999)', 'Apollo 13 (1995)', 'Saving Private Ryan (1998)', 'Fargo (1996)', 'Sixth Sense, The (1999)', 'Lion King, The (1994)', 'Gladiator (2000)']",29
"['Forrest Gump (1994)', 'Pulp Fiction (1994)', 'Braveheart (1995)', ""Schindler's List (1993)"", 'Apollo 13 (1995)', 'Lion King, The (1994)', 'Gladiator (2000)']",51
"[""Schindler's List (1993)"", 'Fight Club (1999)', 'American Beauty (1999)', 'Godfather, The (1972)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'Fargo (1996)', 'Sixth Sense, The (1999)', 'Gladiator (2000)']",35
"['Forrest Gump (1994)', 'Shawshank Redemption, The (1994)', 'Pulp Fiction (1994)', 'Braveheart (1995)', ""Schindler's List (1993)"", 'Fight Club (1999)', 'American Beauty (1999)', 'Apollo 13 (1995)', 'Godfather, The (1972)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'Fargo (1996)', 'Sixth Sense, The (1999)', 'Lion King, The (1994)', 'Gladiator (2000)']",27
"['Pulp Fiction (1994)', 'Fargo (1996)', 'True Lies (1994)', 'Back to the Future (1985)', 'Ace Ventura: Pet Detective (1994)', 'Mask, The (1994)', 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'Mrs. Doubtfire (1993)', 'Princess Bride, The (1987)']",86
"['Pulp Fiction (1994)', 'Silence of the Lambs, The (1991)', 'Matrix, The (1999)', 'Jurassic Park (1993)', 'Fight Club (1999)', 'Seven (a.k.a. Se7en) (1995)', 'Fugitive, The (1993)', 'Batman (1989)', 'Fargo (1996)', 'True Lies (1994)', 'Speed (1994)', 'Mission: Impossible (1996)']",45
"['Forrest Gump (1994)', 'Pulp Fiction (1994)', 'Braveheart (1995)', ""Schindler's List (1993)"", 'Fight Club (1999)', 'American Beauty (1999)', 'Apollo 13 (1995)', 'Godfather, The (1972)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'Fargo (1996)', 'Sixth Sense, The (1999)', 'Lion King, The (1994)', 'Gladiator (2000)']",35
"['Braveheart (1995)', 'Apollo 13 (1995)', 'Lord of the Rings: The Return of the King, The (2003)', 'Gladiator (2000)']",95
"['Forrest Gump (1994)', 'Shawshank Redemption, The (1994)', 'Braveheart (1995)', ""Schindler's List (1993)"", 'Fight Club (1999)', 'American Beauty (1999)', 'Apollo 13 (1995)', 'Godfather, The (1972)', 'Saving Private Ryan (1998)', 'Fargo (1996)', 'Sixth Sense, The (1999)', 'Lion King, The (1994)', 'Gladiator (2000)']",87
"['Sixth Sense, The (1999)', 'Alien (1979)', 'Aliens (1986)', 'Shining, The (1980)', 'Interview with the Vampire: The Vampire Chronicles (1994)', 'Jaws (1975)', 'Mummy, The (1999)', 'Psycho (1960)', 'Scream (1996)', 'Blair Witch Project, The (1999)', 'Signs (2002)', 'Rocky Horror Picture Show, The (1975)', 'I Am Legend (2007)']",31
"['Forrest Gump (1994)', 'Shawshank Redemption, The (1994)', 'Pulp Fiction (1994)', 'Braveheart (1995)', ""Schindler's List (1993)"", 'Fight Club (1999)', 'American Beauty (1999)', 'Apollo 13 (1995)', 'Godfather, The (1972)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'Fargo (1996)', 'Sixth Sense, The (1999)', 'Lion King, The (1994)', 'Gladiator (2000)']",42
"['Shawshank Redemption, The (1994)', 'Pulp Fiction (1994)', ""Schindler's List (1993)"", 'Fight Club (1999)', 'American Beauty (1999)', 'Godfather, The (1972)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'Fargo (1996)', 'Sixth Sense, The (1999)', 'Lion King, The (1994)', 'Gladiator (2000)']",21
"['Forrest Gump (1994)', 'Pulp Fiction (1994)', 'Toy Story (1995)', 'Aladdin (1992)', 'Fargo (1996)', 'True Lies (1994)', 'Shrek (2001)', 'Men in Black (a.k.a. MIB) (1997)', 'Ace Ventura: Pet Detective (1994)', 'Mask, The (1994)', 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'Mrs. Doubtfire (1993)', 'Groundhog Day (1993)', 'Princess Bride, The (1987)']",24
"['Forrest Gump (1994)', 'Fargo (1996)', 'True Lies (1994)', 'Back to the Future (1985)', 'Men in Black (a.k.a. MIB) (1997)', 'Mrs. Doubtfire (1993)']",467
"['Forrest Gump (1994)', 'Shawshank Redemption, The (1994)', 'Pulp Fiction (1994)', 'Braveheart (1995)', 'Fight Club (1999)', 'American Beauty (1999)', 'Apollo 13 (1995)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'Fargo (1996)', 'Lion King, The (1994)', 'Gladiator (2000)']",108
"['Pulp Fiction (1994)', 'Braveheart (1995)', 'American Beauty (1999)', 'Apollo 13 (1995)', 'Godfather, The (1972)', 'Saving Private Ryan (1998)', 'Fargo (1996)', 'Sixth Sense, The (1999)', 'Lion King, The (1994)', 'Gladiator (2000)']",52
"['Fight Club (1999)', 'American Beauty (1999)', 'Godfather, The (1972)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'Fargo (1996)', 'Sixth Sense, The (1999)', 'Gladiator (2000)']",50
"['Forrest Gump (1994)', ""Schindler's List (1993)"", 'Fight Club (1999)', 'Godfather, The (1972)', 'Saving Private Ryan (1998)', 'Fargo (1996)', 'Sixth Sense, The (1999)', 'Lion King, The (1994)', 'Gladiator (2000)']",32
"['True Lies (1994)', 'Men in Black (a.k.a. MIB) (1997)', 'Ace Ventura: Pet Detective (1994)', 'Mask, The (1994)', 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'Mrs. Doubtfire (1993)']",397
"['Matrix, The (1999)', 'Jurassic Park (1993)', 'Braveheart (1995)', 'Terminator 2: Judgment Day (1991)', 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'Independence Day (a.k.a. ID4) (1996)', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Batman (1989)', 'Lord of the Rings: The Return of the King, The (2003)', 'True Lies (1994)', 'Speed (1994)']",26
"['Forrest Gump (1994)', 'Pulp Fiction (1994)', 'Toy Story (1995)', 'Aladdin (1992)', 'Fargo (1996)', 'True Lies (1994)', 'Back to the Future (1985)', 'Men in Black (a.k.a. MIB) (1997)', 'Ace Ventura: Pet Detective (1994)', 'Mask, The (1994)', 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'Mrs. Doubtfire (1993)', 'Groundhog Day (1993)']",26
"['Pulp Fiction (1994)', 'Fight Club (1999)', 'Apollo 13 (1995)', 'Godfather, The (1972)', 'Fargo (1996)', 'Sixth Sense, The (1999)']",400
"['Forrest Gump (1994)', 'Shawshank Redemption, The (1994)', 'Pulp Fiction (1994)', 'Braveheart (1995)', ""Schindler's List (1993)"", 'Fight Club (1999)', 'American Beauty (1999)', 'Apollo 13 (1995)', 'Godfather, The (1972)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'Fargo (1996)', 'Sixth Sense, The (1999)', 'Lion King, The (1994)', 'Gladiator (2000)']",24
"['Pulp Fiction (1994)', 'Toy Story (1995)', 'Aladdin (1992)', 'Fargo (1996)', 'True Lies (1994)', 'Back to the Future (1985)', 'Shrek (2001)', 'Men in Black (a.k.a. MIB) (1997)', 'Ace Ventura: Pet Detective (1994)', 'Mask, The (1994)', 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'Mrs. Doubtfire (1993)', 'Groundhog Day (1993)', 'Princess Bride, The (1987)']",26
"['Pulp Fiction (1994)', 'Toy Story (1995)', 'Aladdin (1992)', 'Fargo (1996)', 'True Lies (1994)', 'Mask, The (1994)', 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'Mrs. Doubtfire (1993)']",186
"['Forrest Gump (1994)', 'Shawshank Redemption, The (1994)', 'Pulp Fiction (1994)', 'Braveheart (1995)', ""Schindler's List (1993)"", 'Fight Club (1999)', 'American Beauty (1999)', 'Apollo 13 (1995)', 'Godfather, The (1972)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'Sixth Sense, The (1999)', 'Lion King, The (1994)', 'Gladiator (2000)']",40
"[""Schindler's List (1993)"", 'Apollo 13 (1995)', 'Sixth Sense, The (1999)']",200
"['Pulp Fiction (1994)', 'Braveheart (1995)', 'American Beauty (1999)', 'Apollo 13 (1995)', 'Godfather, The (1972)', 'Saving Private Ryan (1998)', 'Fargo (1996)', 'Sixth Sense, The (1999)']",75
"['Matrix, The (1999)', 'Fight Club (1999)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)']",131
"['Pulp Fiction (1994)', 'Men in Black (a.k.a. MIB) (1997)', 'Ace Ventura: Pet Detective (1994)']",500
"['Forrest Gump (1994)', 'Braveheart (1995)', ""Schindler's List (1993)"", 'Apollo 13 (1995)', 'Godfather, The (1972)', 'Lord of the Rings: The Return of the King, The (2003)', 'Sixth Sense, The (1999)', 'Lion King, The (1994)', 'Gladiator (2000)']",58
"['Toy Story (1995)', 'Apollo 13 (1995)', 'Lord of the Rings: The Fellowship of the Ring, The (2001)', 'Lord of the Rings: The Two Towers, The (2002)', 'Lord of the Rings: The Return of the King, The (2003)', 'True Lies (1994)']",167
"['Shawshank Redemption, The (1994)', ""Schindler's List (1993)"", 'Fight Club (1999)', 'Godfather, The (1972)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'Fargo (1996)', 'Sixth Sense, The (1999)', 'Lion King, The (1994)']",73
"['Jurassic Park (1993)', 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'Apollo 13 (1995)', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Lord of the Rings: The Fellowship of the Ring, The (2001)', 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Lord of the Rings: The Two Towers, The (2002)', 'Lord of the Rings: The Return of the King, The (2003)', 'Aladdin (1992)', 'True Lies (1994)', 'Lion King, The (1994)', 'Back to the Future (1985)']",25
"['Shawshank Redemption, The (1994)', 'Pulp Fiction (1994)', 'Braveheart (1995)', ""Schindler's List (1993)"", 'Fight Club (1999)', 'American Beauty (1999)', 'Godfather, The (1972)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'Fargo (1996)', 'Sixth Sense, The (1999)', 'Lion King, The (1994)', 'Gladiator (2000)']",27
"['Toy Story (1995)', 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'Independence Day (a.k.a. ID4) (1996)', 'Apollo 13 (1995)', 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Lord of the Rings: The Two Towers, The (2002)', 'Lord of the Rings: The Return of the King, The (2003)', 'Aladdin (1992)', 'True Lies (1994)', 'Lion King, The (1994)', 'Back to the Future (1985)']",22
"['Star Wars: Episode IV - A New Hope (1977)', 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'Independence Day (a.k.a. ID4) (1996)', 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Batman (1989)', 'Lord of the Rings: The Return of the King, The (2003)', 'True Lies (1994)', 'Speed (1994)']",50
"['Silence of the Lambs, The (1991)', 'Sixth Sense, The (1999)', 'Interview with the Vampire: The Vampire Chronicles (1994)', 'Mummy, The (1999)', 'Psycho (1960)', 'Scream (1996)', 'Blair Witch Project, The (1999)', 'Signs (2002)', 'Rocky Horror Picture Show, The (1975)', 'I Am Legend (2007)']",38
"['Braveheart (1995)', 'Terminator 2: Judgment Day (1991)', 'Fight Club (1999)', 'True Lies (1994)', 'Speed (1994)']",520
"['Forrest Gump (1994)', 'Pulp Fiction (1994)', 'Toy Story (1995)', 'Aladdin (1992)', 'Fargo (1996)', 'True Lies (1994)', 'Back to the Future (1985)', 'Shrek (2001)', 'Men in Black (a.k.a. MIB) (1997)', 'Ace Ventura: Pet Detective (1994)', 'Mask, The (1994)', 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'Mrs. Doubtfire (1993)', 'Groundhog Day (1993)', 'Princess Bride, The (1987)']",30
"['Shawshank Redemption, The (1994)', 'Pulp Fiction (1994)', 'Fight Club (1999)', 'American Beauty (1999)', 'Godfather, The (1972)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'Fargo (1996)', 'Sixth Sense, The (1999)', 'Lion King, The (1994)', 'Gladiator (2000)']",40
"['Forrest Gump (1994)', 'Pulp Fiction (1994)', 'Braveheart (1995)', 'Fight Club (1999)', 'American Beauty (1999)', 'Apollo 13 (1995)', 'Godfather, The (1972)', 'Saving Private Ryan (1998)', 'Fargo (1996)', 'Sixth Sense, The (1999)', 'Lion King, The (1994)', 'Gladiator (2000)']",47
"['Forrest Gump (1994)', 'Pulp Fiction (1994)', 'Toy Story (1995)', 'Fargo (1996)', 'True Lies (1994)', 'Back to the Future (1985)', 'Shrek (2001)', 'Men in Black (a.k.a. MIB) (1997)', 'Ace Ventura: Pet Detective (1994)', 'Mask, The (1994)', 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'Mrs. Doubtfire (1993)', 'Groundhog Day (1993)']",37
"['Forrest Gump (1994)', 'Pulp Fiction (1994)', 'Toy Story (1995)', 'Aladdin (1992)', 'Fargo (1996)', 'True Lies (1994)', 'Back to the Future (1985)', 'Men in Black (a.k.a. MIB) (1997)', 'Ace Ventura: Pet Detective (1994)', 'Mask, The (1994)', 'Mrs. Doubtfire (1993)']",38
"['Jurassic Park (1993)', 'Braveheart (1995)', 'Independence Day (a.k.a. ID4) (1996)', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Batman (1989)', 'Lord of the Rings: The Return of the King, The (2003)', 'True Lies (1994)', 'Speed (1994)']",42
"['Pulp Fiction (1994)', 'Back to the Future (1985)', 'Shrek (2001)', 'Men in Black (a.k.a. MIB) (1997)', 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'Mrs. Doubtfire (1993)', 'Groundhog Day (1993)', 'Princess Bride, The (1987)']",87
"['Toy Story (1995)', 'Aladdin (1992)', 'Fargo (1996)', 'True Lies (1994)', 'Back to the Future (1985)', 'Ace Ventura: Pet Detective (1994)', 'Mask, The (1994)', 'Groundhog Day (1993)', 'Princess Bride, The (1987)']",113
"['Pulp Fiction (1994)', 'Toy Story (1995)', 'Fargo (1996)', 'Shrek (2001)', 'Mask, The (1994)', 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'Mrs. Doubtfire (1993)', 'Princess Bride, The (1987)']",76
"['Pulp Fiction (1994)', 'Silence of the Lambs, The (1991)', 'Matrix, The (1999)', 'Jurassic Park (1993)', 'Fight Club (1999)', 'Usual Suspects, The (1995)', 'Seven (a.k.a. Se7en) (1995)', 'Fugitive, The (1993)', 'Batman (1989)', 'Fargo (1996)', 'True Lies (1994)', 'Speed (1994)']",22
"['Pulp Fiction (1994)', 'Silence of the Lambs, The (1991)', 'Matrix, The (1999)', 'Jurassic Park (1993)', 'Fight Club (1999)', 'Usual Suspects, The (1995)', 'Seven (a.k.a. Se7en) (1995)', 'Independence Day (a.k.a. ID4) (1996)', 'Fugitive, The (1993)', 'Batman (1989)', 'Fargo (1996)', 'True Lies (1994)', 'Twelve Monkeys (a.k.a. 12 Monkeys) (1995)', 'Speed (1994)', 'Mission: Impossible (1996)']",23
"['Silence of the Lambs, The (1991)', 'Sixth Sense, The (1999)', 'Alien (1979)', 'Aliens (1986)', 'Shining, The (1980)', 'Interview with the Vampire: The Vampire Chronicles (1994)', 'Jaws (1975)', 'Mummy, The (1999)', 'Psycho (1960)', 'Shaun of the Dead (2004)', 'Scream (1996)', 'Blair Witch Project, The (1999)', 'Signs (2002)', 'I Am Legend (2007)']",64
"['Forrest Gump (1994)', 'Shawshank Redemption, The (1994)', 'Pulp Fiction (1994)', 'Braveheart (1995)', ""Schindler's List (1993)"", 'Fight Club (1999)', 'Apollo 13 (1995)', 'Godfather, The (1972)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'Fargo (1996)', 'Sixth Sense, The (1999)', 'Lion King, The (1994)', 'Gladiator (2000)']",21
"['Shawshank Redemption, The (1994)', 'Pulp Fiction (1994)', 'Braveheart (1995)', ""Schindler's List (1993)"", 'Fight Club (1999)', 'American Beauty (1999)', 'Apollo 13 (1995)', 'Godfather, The (1972)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'Fargo (1996)', 'Sixth Sense, The (1999)', 'Lion King, The (1994)']",26
"['Jurassic Park (1993)', 'Independence Day (a.k.a. ID4) (1996)', 'Batman (1989)', 'Lord of the Rings: The Return of the King, The (2003)', 'True Lies (1994)', 'Speed (1994)']",21
"['Star Wars: Episode IV - A New Hope (1977)', 'Jurassic Park (1993)', 'Terminator 2: Judgment Day (1991)', 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'Independence Day (a.k.a. ID4) (1996)', 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Twelve Monkeys (a.k.a. 12 Monkeys) (1995)', 'Back to the Future (1985)', 'Men in Black (a.k.a. MIB) (1997)', 'Alien (1979)', 'Stargate (1994)', 'Star Wars: Episode I - The Phantom Menace (1999)', 'X-Men (2000)']",28
"['Jurassic Park (1993)', 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'Independence Day (a.k.a. ID4) (1996)', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Batman (1989)', 'True Lies (1994)']",123
"['Toy Story (1995)', 'Aladdin (1992)', 'Fargo (1996)', 'True Lies (1994)', 'Back to the Future (1985)', 'Shrek (2001)', 'Men in Black (a.k.a. MIB) (1997)', 'Ace Ventura: Pet Detective (1994)', 'Mask, The (1994)', 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'Mrs. Doubtfire (1993)', 'Groundhog Day (1993)', 'Princess Bride, The (1987)']",188
"['Forrest Gump (1994)', 'Shawshank Redemption, The (1994)', 'Braveheart (1995)', ""Schindler's List (1993)"", 'Apollo 13 (1995)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'Sixth Sense, The (1999)', 'Lion King, The (1994)', 'Gladiator (2000)']",83
"['Forrest Gump (1994)', 'Shawshank Redemption, The (1994)', 'Pulp Fiction (1994)', 'Braveheart (1995)', 'Fight Club (1999)', 'Apollo 13 (1995)', 'Lord of the Rings: The Return of the King, The (2003)', 'Sixth Sense, The (1999)', 'Gladiator (2000)']",89
"['Aladdin (1992)', 'Shrek (2001)', 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)']",578
"['Star Wars: Episode IV - A New Hope (1977)', 'Jurassic Park (1993)', 'Toy Story (1995)', 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'Independence Day (a.k.a. ID4) (1996)', 'Apollo 13 (1995)', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Star Wars: Episode VI - Return of the Jedi (1983)', 'True Lies (1994)', 'Lion King, The (1994)', 'Back to the Future (1985)']",32
"['Jurassic Park (1993)', 'Toy Story (1995)', 'Independence Day (a.k.a. ID4) (1996)', 'Lord of the Rings: The Fellowship of the Ring, The (2001)', 'Lord of the Rings: The Two Towers, The (2002)', 'Lord of the Rings: The Return of the King, The (2003)', 'Aladdin (1992)', 'True Lies (1994)', 'Lion King, The (1994)', 'Back to the Future (1985)']",27
"['Forrest Gump (1994)', 'Shawshank Redemption, The (1994)', 'Braveheart (1995)', ""Schindler's List (1993)"", 'Fight Club (1999)', 'American Beauty (1999)', 'Apollo 13 (1995)', 'Godfather, The (1972)', 'Lord of the Rings: The Return of the King, The (2003)', 'Fargo (1996)', 'Sixth Sense, The (1999)', 'Lion King, The (1994)', 'Gladiator (2000)']",56
"['Back to the Future (1985)', 'Shrek (2001)', 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'Groundhog Day (1993)', 'Princess Bride, The (1987)']",140
"['Shawshank Redemption, The (1994)', ""Schindler's List (1993)"", 'Godfather, The (1972)', 'Lion King, The (1994)']",458
[],505
"['Godfather, The (1972)', 'Lord of the Rings: The Return of the King, The (2003)', 'Fargo (1996)']",231
"['Pulp Fiction (1994)', 'Toy Story (1995)', 'Fargo (1996)', 'True Lies (1994)', 'Shrek (2001)', 'Men in Black (a.k.a. MIB) (1997)', 'Ace Ventura: Pet Detective (1994)', 'Mask, The (1994)', 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'Mrs. Doubtfire (1993)', 'Groundhog Day (1993)']",213
"['Pulp Fiction (1994)', 'Toy Story (1995)', 'Aladdin (1992)', 'Fargo (1996)', 'True Lies (1994)', 'Shrek (2001)', 'Men in Black (a.k.a. MIB) (1997)', 'Ace Ventura: Pet Detective (1994)', 'Mask, The (1994)', 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'Princess Bride, The (1987)']",157
"['Toy Story (1995)', 'Fargo (1996)', 'Back to the Future (1985)', 'Shrek (2001)', 'Men in Black (a.k.a. MIB) (1997)', 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'Mrs. Doubtfire (1993)', 'Groundhog Day (1993)', 'Princess Bride, The (1987)']",29
"['Fight Club (1999)', 'American Beauty (1999)', 'Godfather, The (1972)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'Fargo (1996)', 'Sixth Sense, The (1999)', 'Gladiator (2000)']",74
"['Shawshank Redemption, The (1994)', 'Pulp Fiction (1994)', 'Braveheart (1995)', ""Schindler's List (1993)"", 'Fight Club (1999)', 'American Beauty (1999)', 'Apollo 13 (1995)', 'Godfather, The (1972)', 'Saving Private Ryan (1998)', 'Fargo (1996)', 'Sixth Sense, The (1999)', 'Gladiator (2000)']",385
"['Shawshank Redemption, The (1994)', 'Braveheart (1995)', ""Schindler's List (1993)"", 'Fight Club (1999)', 'American Beauty (1999)', 'Apollo 13 (1995)', 'Godfather, The (1972)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'Fargo (1996)', 'Sixth Sense, The (1999)', 'Lion King, The (1994)', 'Gladiator (2000)']",23
"['Matrix, The (1999)', 'Star Wars: Episode IV - A New Hope (1977)', 'Braveheart (1995)', 'Terminator 2: Judgment Day (1991)', 'Fight Club (1999)', 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'Independence Day (a.k.a. ID4) (1996)', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)']",20
['Pulp Fiction (1994)'],191
"['Silence of the Lambs, The (1991)', 'Sixth Sense, The (1999)', 'Aliens (1986)', 'Mummy, The (1999)', 'Shaun of the Dead (2004)', 'Blair Witch Project, The (1999)', 'Signs (2002)', 'Rocky Horror Picture Show, The (1975)', 'I Am Legend (2007)']",112
"['Pulp Fiction (1994)', 'Braveheart (1995)', 'Fight Club (1999)', 'American Beauty (1999)', 'Lord of the Rings: The Return of the King, The (2003)', 'Sixth Sense, The (1999)', 'Lion King, The (1994)', 'Gladiator (2000)']",155
[],299
"['Matrix, The (1999)', 'Jurassic Park (1993)', 'Fight Club (1999)', 'Usual Suspects, The (1995)', 'Independence Day (a.k.a. ID4) (1996)', 'Fugitive, The (1993)', 'Fargo (1996)', 'Twelve Monkeys (a.k.a. 12 Monkeys) (1995)', 'Speed (1994)', 'Mission: Impossible (1996)']",23
"['Forrest Gump (1994)', 'Toy Story (1995)', 'Aladdin (1992)', 'Fargo (1996)', 'True Lies (1994)', 'Back to the Future (1985)', 'Shrek (2001)', 'Men in Black (a.k.a. MIB) (1997)', 'Ace Ventura: Pet Detective (1994)', 'Mask, The (1994)', 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'Mrs. Doubtfire (1993)', 'Groundhog Day (1993)', 'Princess Bride, The (1987)']",36
"['Forrest Gump (1994)', 'Pulp Fiction (1994)', 'Toy Story (1995)', 'Aladdin (1992)', 'Fargo (1996)', 'True Lies (1994)', 'Back to the Future (1985)', 'Shrek (2001)', 'Men in Black (a.k.a. MIB) (1997)', 'Ace Ventura: Pet Detective (1994)', 'Mask, The (1994)', 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'Mrs. Doubtfire (1993)', 'Groundhog Day (1993)', 'Princess Bride, The (1987)']",20
"['Pulp Fiction (1994)', 'Fight Club (1999)', 'American Beauty (1999)', 'Apollo 13 (1995)', 'Lord of the Rings: The Return of the King, The (2003)', 'Sixth Sense, The (1999)', 'Lion King, The (1994)', 'Gladiator (2000)']",161
"['Forrest Gump (1994)', 'Shawshank Redemption, The (1994)', 'Pulp Fiction (1994)', 'Braveheart (1995)', ""Schindler's List (1993)"", 'Fight Club (1999)', 'American Beauty (1999)', 'Apollo 13 (1995)', 'Godfather, The (1972)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'Fargo (1996)', 'Sixth Sense, The (1999)', 'Lion King, The (1994)', 'Gladiator (2000)']",27
"['Shawshank Redemption, The (1994)', 'Pulp Fiction (1994)', 'Fight Club (1999)', 'American Beauty (1999)', 'Apollo 13 (1995)', 'Godfather, The (1972)', 'Lord of the Rings: The Return of the King, The (2003)', 'Fargo (1996)', 'Gladiator (2000)']",73
['Apollo 13 (1995)'],436
"['Pulp Fiction (1994)', 'Braveheart (1995)', 'American Beauty (1999)', 'Apollo 13 (1995)', 'Godfather, The (1972)', 'Saving Private Ryan (1998)', 'Fargo (1996)', 'Lion King, The (1994)', 'Gladiator (2000)']",40
"['Jurassic Park (1993)', 'Braveheart (1995)', 'Terminator 2: Judgment Day (1991)', 'Independence Day (a.k.a. ID4) (1996)', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Batman (1989)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'True Lies (1994)', 'Speed (1994)']",56
"['Toy Story (1995)', 'Fargo (1996)', 'True Lies (1994)', 'Back to the Future (1985)', 'Men in Black (a.k.a. MIB) (1997)', 'Ace Ventura: Pet Detective (1994)', 'Mask, The (1994)', 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'Mrs. Doubtfire (1993)', 'Groundhog Day (1993)', 'Princess Bride, The (1987)']",56
"['Fargo (1996)', 'Back to the Future (1985)', 'Shrek (2001)', 'Men in Black (a.k.a. MIB) (1997)', 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'Groundhog Day (1993)', 'Princess Bride, The (1987)']",83
"['Forrest Gump (1994)', 'Shawshank Redemption, The (1994)', 'Braveheart (1995)', ""Schindler's List (1993)"", 'Apollo 13 (1995)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'Fargo (1996)', 'Sixth Sense, The (1999)', 'Lion King, The (1994)', 'Gladiator (2000)']",61
